time,emotionIntensity.anger,emotionIntensity.comments,emotionIntensity.fear,emotionIntensity.joy,emotionIntensity.sad,emotionIntensity.user,emotionIntensity.user association
2018-06-28T00:00:00.000Z,0,"incidentally it seems this behavior is broken on python 2 as well, but in that case i'm not sure what the reason is...  > incidentally it seems this behavior is broken on python 2 as well, but in that case i'm not sure what the reason is...i see, this is #6611.  so that's intentional.  i don't agree with the solution though--it's even more brute-force than the python 3 bug since it basically breaks the intended behavior (although i understand why a workaround was needed...)on second thought, that *only* impacts code that was entered interactively.  it won't affect code from modules so i'm okay with that.  then we're just left with the python 3 issue which, unfortunately, impacts warnings regardless where they come from....  i believe a configuration option would be useful here.  while i understand the rationale behind #6680 it would also be nice to be able to get back more ""standard"" behavior w.r.t. warnings, even if it's not the default.that would do nothing to help with the upstream issue, but it would be good to have either way.",0,0.547,0,embray,Other
2018-06-30T00:00:00.000Z,0,"in python, check those environment variables, along with `sys.stdout.encoding` and `locale.getpreferredencoding()`.",0,0,0,takluyver,Member
2018-07-05T00:00:00.000Z,0,just ran into this. i'm positive ctrl-enter used to create a new line!?! but this issue would suggest i'm mistaken :(,0,0,0,dhirschfeld,Other
2018-07-06T00:00:00.000Z,0,"@takluyver, so how do we work around this? how can a cell's output embed or invoke an html file without sandboxing?i'm trying to integrate @ericmandel's javascript application into a notebook. in this scenario, my python code is invoked by a notebook cell. this code generates an html file in the working directory (which invokes @ericmandel's application), and outputs ``html(""<iframe src=""/files/dynamically-generated-file.html></iframe>"")`` into the cell.and then of course it gets sandboxed and everything falls over.i understand the rationale for sandboxing random unknown html files. but in this case, the html file is generated by code inside the cell, so can therefore be considered as trusted as the code is. so how do we fit this into the security model?  > i think there's a way for js code to create an iframe and then write into it, rather than having the browser load its contents with a separate request.i'll have to look into that. i'd also like to be able to open new browser tabs -- can js write code into a new tab?> we don't do any sanitisation on serving files, and we don't do anything around wasm at all.i think we figured out what happens there. my sandboxed html invokes @ericmandel's js, which tries to load some of its components (such as the wasm stuff) from ``/files/``. but because the document is sandboxed, every request to ``/files`` comes back with the login page instead.",0.094,0,0,o-smirnov,Other
2018-07-08T00:00:00.000Z,0,```in [4]: sys.stdout.encodingout[4]: 'ansi_x3.4-1968'in [5]: import localein [6]: locale.getpreferredencoding()out[6]: 'ansi_x3.4-1968'```,0,0,0,im-n1,Other
2018-07-09T00:00:00.000Z,0,"what code are you using to read the file? try using [the nbformat package](http://nbformat.readthedocs.io/en/latest/api.html).  only a subset of latex is rendered in the browser, using a javascript library called [mathjax](https://www.mathjax.org/).",0,0,0,takluyver,Member
2018-07-11T00:00:00.000Z,0,"`matches_limit` does not affect `dir()`, only completions. we set a limit because in some cases the completions data being sent back was big enough to slow things down. you can edit the code to increase the limit if you want, but there's no way to change it on a per-object level.",0,0,0,takluyver,Member
2018-07-14T00:00:00.000Z,0,"try `nbformat.read(sys.argv[1], as_version=4)` - that should use the correct encoding for you.",0,0,0,takluyver,Member
2018-07-16T00:00:00.000Z,0,"i think maybe we set a limit in the notebook frontend as well? that would make sense because we can't add a limit to every kernel simultaneously.neither of them should affect `dir()`, as far as i know. if that's behaving oddly, it's either something about the objects you're working with (e.g. maybe pandas has some limit of its own), or it's a limit in python (seems unlikely, but you never know).",0,0,0,takluyver,Member
2018-07-18T00:00:00.000Z,0,"use `pythonioencoding=utf_8` environment variable.from python 3.7, pep 538 will help you.  ```root@5111eb5cdf7e:/# localelocale: cannot set lc_ctype to default locale: no such file or directorylocale: cannot set lc_messages to default locale: no such file or directorylocale: cannot set lc_all to default locale: no such file or directorylang=en_us.utf-8```your lang environment variable is bad.  your system don't have `en_us.utf-8` locale.you can list what locale you can use by `locale -a | grep -i utf`chose right locale from the list, and set it to `lang` environment variable in your`.bashrc` or `.bash_profile`.",0,0,0.121,methane,Other
2018-07-20T00:00:00.000Z,0,"restarting the kernel solves it temporarily. what is the cause and the permanent fix?it was working fine on my box two days ago, and i have not changed anything.",0,0,0,ariansacct,Other
2018-07-21T00:00:00.000Z,0,it can be caused by many reasons like:1. your antivirus is blocking it.2. your code it taking too long to execute(due to hardware limitations).3. something is wrong with your python distribution package. (try reinstalling it),0,0,0,kHimanshu1,Other
2018-07-22T00:00:00.000Z,0,"i think this is overkill security implementation.at least, a config file can provide dangerously allow option.",0,0,0,stken2050,Other
2018-07-23T00:00:00.000Z,0,steps to workaround this problem (to enable debugging for embedded bokeh notebooks):```pip install -e git+https://github.com/minrk/ipython.git@aedb5d6d3a441dcdb7180ac9b5cc03f91329117b#egg=ipythonpip install -e git+https://github.com/minrk/ipykernel.git@d08f120988cfadeeedb25434101f86c51d382e35#egg=ipykernelpip install tornado==5.0.2```* `ipykernel` is necessary for the this branch of ipython to work.* `tornado` should be 5.0.2. version 5.1 still shows this error even with the proper branches of ipython and ipykernel.result:![image](https://user-images.githubusercontent.com/170910/43091012-368fb16e-8ed3-11e8-9d06-4c189e0cebae.png),0.266,0,0,axil,Other
2018-07-26T00:00:00.000Z,0,"which is your os?  maybe you can try with fontconfig 2.12.1-2, in some cases it works. check this out https://github.com/conda/conda/issues/4416",0,0,0,mosrosem,Other
2018-07-27T00:00:00.000Z,0,arch linux and fontconfig-2.13.0. thanks.,0,0,0,hubitor,Other
2018-07-31T00:00:00.000Z,0,"i don't particularly like the font/color.for what it is worth i preferred the version @sylvaincorlay proposed earlier. i understand that the font was closer to quantstack branding, but the change of color (and the brackets in color) were imho way stronger.  ![unnamed](https://user-images.githubusercontent.com/335567/43490111-227cfe6e-94d4-11e8-846a-34266402651b.png)if we change/update the logo i hope we'll have a complete description on how to re-do it instead of an example (what was kerned how), and have the hex values of color, spacing...etc. in particular of we wan to have side-branding, we would need a kit ""do your own logo"".",0.281,0.515,0,Carreau,Member
2018-08-01T00:00:00.000Z,0,this issue get resolved for me after upgrading to the latest version (`6.5.0`).,0,0,0,ramsrib,Other
2018-08-02T00:00:00.000Z,0,this problem is also happening for me in a simple for loop.  using chrome browser.,0,0,0,kurt-rhee,Other
2018-08-04T00:00:00.000Z,0,"sounds good to me, i haven't seen it in a while, we can reopen if it reappears.",0,0,0,stuaxo,Other
2018-08-05T00:00:00.000Z,0,"i'm on ipython 6.4, python 3.6.6 and i'm still getting this issue. specifically, if i do any `.groupby(""col"").apply(f)` in pandas for some function `f` that has a `set_trace()`, ipdb doesn't let me quit by typing `q` but rather keeps re-running to the next iteration.",0,0.258,0,alex-git-rd,Other
2018-08-08T00:00:00.000Z,0,this no longer happens![screenshot_20180808_191130](https://user-images.githubusercontent.com/426784/43869288-bcfc8f88-9b3f-11e8-9f28-7568317ac595.png),0,0,0,remram44,Other
2018-08-09T00:00:00.000Z,0,"one reproducible way to force jupyter to stop showing new output (and make the kernel hang) is to run ""cat"" in a cell with no arguments (on google chrome / ubuntu 16.04). if there is a way to solve this problem (send a ctrl-d to the kernel?), it might also solve the other looping problems.",0,0,0,grantrob,Other
2018-08-10T00:00:00.000Z,0,you can use pylab mode in ipython. simply run ipython --pylab in the terminal. that will launch ipython configured to be able to support the matplotlib gui backend,0,0,0,AbdlrhmanElmhdy,Other
2018-08-12T00:00:00.000Z,0,"same issue here. os is debian sid, fontconfig version `2.13.0-5`, ipython version `6.5.0_py36_0`.",0,0,0,JackieMium,Other
2018-08-13T00:00:00.000Z,0,"we can try some designs that colors the brackets as well. we will definitely offer a ""do your own logo kit"" and those versions will likely not need any custom kerning - mostly pick the font/color and type it out.i agree the different colors are stronger, but it would be much more difficult to come up with a set of colors that different projects can use and maintain a strong sense of brand. allowing people to pick any color is also really difficult for the same reason. one option would be to keep the blue for our official usage, and then find a small number of other colors that third party projects can use. how does that sound?in terms of the font, i am more than willing to do a walkthrough of the different fonts we tried if there is interest.any other feedback?",0,0,0.4,ellisonbg,Member
2018-08-16T00:00:00.000Z,0,does this issue need any more work?,0,0,0,a1shadows,Other
2018-08-18T00:00:00.000Z,0,it works,0,0,0,fedral,Other
2018-08-19T00:00:00.000Z,0,"yes it is also happening with me .. i thought it as antivirus problem but i think its not, because i had reinstalled it by disabling  my antivirus .. but it is not working still ... don't know what to do ... i had also tried another browser option like mozilla chrome microsoft edge also with internet explorer .. but it still not working.... somebody plzz help...",0,0,0,sasuketeam7,Other
2018-08-20T00:00:00.000Z,0,i am working on this,0,0,0,gustavoefeiche,Other
2018-08-22T00:00:00.000Z,0,just got bitten by this as well. how do people typically debug in jupyter notebook? using pdb is like juggling a grenade :(,0,0,0,WilliamCarlos,Other
2018-08-23T00:00:00.000Z,0,i think this is fixed in the latest ipython 7.0.  you have to install the dev version for now (master branch from github: https://ipython.readthedocs.io/en/latest/install/install.html#installing-the-development-version).,0,0,0,nateGeorge,Other
2018-08-25T00:00:00.000Z,0,"actually, i'm still having some problems when doing a matplotlib plot and sklearn random forests.  i have a plot that gets generated, then a bunch of random forests are fit, and it sometimes randomly quits out with the same 'async handler' error.",0,0,0,nateGeorge,Other
2018-08-26T00:00:00.000Z,0,"i cannot reproduce this with `types`, but i can reproduce this by reloading `deepreload` itself.ubuntu 18.04.1 ltscpython 3.6.5ipython 6.5.0",0,0,0,bmintz,Other
2018-08-28T00:00:00.000Z,0,"@carreau ```traceback (most recent call last):  file ""/home/qleegb/.local/lib/python3.6/site-packages/spyder/app/mainwindow.py"", line 3181, in main    mainwindow = run_spyder(app, options, args)  file ""/home/qleegb/.local/lib/python3.6/site-packages/spyder/app/mainwindow.py"", line 3057, in run_spyder    main.setup()  file ""/home/qleegb/.local/lib/python3.6/site-packages/spyder/app/mainwindow.py"", line 896, in setup    from spyder.plugins.ipythonconsole import ipythonconsole  file ""/home/qleegb/.local/lib/python3.6/site-packages/spyder/plugins/ipythonconsole.py"", line 59, in <module>    from spyder.widgets.ipythonconsole import clientwidget  file ""/home/qleegb/.local/lib/python3.6/site-packages/spyder/widgets/ipythonconsole/__init__.py"", line 12, in <module>    from .debugging import debuggingwidget  file ""/home/qleegb/.local/lib/python3.6/site-packages/spyder/widgets/ipythonconsole/debugging.py"", line 17, in <module>    from qtconsole.rich_jupyter_widget import richjupyterwidget  file ""/home/qleegb/.local/lib/python3.6/site-packages/qtconsole/rich_jupyter_widget.py"", line 14, in <module>    from .jupyter_widget import jupyterwidget  file ""/home/qleegb/.local/lib/python3.6/site-packages/qtconsole/jupyter_widget.py"", line 19, in <module>    from ipython.lib.lexers import ipythonlexer, ipython3lexer  file ""/home/qleegb/.local/lib/python3.6/site-packages/ipython/__init__.py"", line 55, in <module>    from .terminal.embed import embed  file ""/home/qleegb/.local/lib/python3.6/site-packages/ipython/terminal/embed.py"", line 16, in <module>    from ipython.terminal.interactiveshell import terminalinteractiveshell  file ""/home/qleegb/.local/lib/python3.6/site-packages/ipython/terminal/interactiveshell.py"", line 18, in <module>    from prompt_toolkit.document import document  file ""/home/qleegb/.local/lib/python3.6/site-packages/prompt_toolkit/__init__.py"", line 16, in <module>    from .interface import commandlineinterface  file ""/home/qleegb/.local/lib/python3.6/site-packages/prompt_toolkit/interface.py"", line 19, in <module>    from .application import application, abortaction  file ""/home/qleegb/.local/lib/python3.6/site-packages/prompt_toolkit/application/__init__.py"", line 2, in <module>    from .application import application  file ""/home/qleegb/.local/lib/python3.6/site-packages/prompt_toolkit/application/application.py"", line 3, in <module>    from prompt_toolkit.buffer import buffer  file ""/home/qleegb/.local/lib/python3.6/site-packages/prompt_toolkit/buffer.py"", line 9, in <module>    from .completion import completer, completion, completeevent  file ""/home/qleegb/.local/lib/python3.6/site-packages/prompt_toolkit/completion/__init__.py"", line 2, in <module>    from .base import completion, completer, threadedcompleter, dummycompleter, dynamiccompleter, completeevent, merge_completers, get_common_complete_suffix  file ""/home/qleegb/.local/lib/python3.6/site-packages/prompt_toolkit/completion/base.py"", line 4, in <module>    from prompt_toolkit.eventloop import generator_to_async_generator, asyncgeneratoritemimporterror: cannot import name 'generator_to_async_generator'```  successfully installed backcall-0.1.0 decorator-4.3.0 ipython-6.5.0 ipython-genutils-0.2.0 jedi-0.12.1 parso-0.3.1 pexpect-4.6.0 pickleshare-0.7.4 prompt-toolkit-2.0.4 ptyprocess-0.6.0 pygments-2.2.0 setuptools-40.2.0 simplegeneric-0.8.1 six-1.11.0 traitlets-4.3.2 wcwidth-0.1.7",0,0,0,leegb,Other
2018-08-29T00:00:00.000Z,0,@kelvinwop did you end up figuring this out? i recently ran into the exact same issue too.,0,0,0,abhishekbajpayee,Other
2018-09-04T00:00:00.000Z,0,@themightyoarfish this is a duplicate of #10627.,0,0,0,andportnoy,Other
2018-09-05T00:00:00.000Z,0,"that would work, the best way would be to actually mitm the zmq messages between the notebook server and the kernel (or just augment the notebook to log these). they contain close to ~all the informations you would need to see what users have executed. i'm going to assume the notebook servers are not modifiable by the users while the kernels might. this approach also have the advantage of working regardless of the kernel language.",0,0,0,Carreau,Member
2018-09-07T00:00:00.000Z,0,@carreau is anything blocking progress here?,0,0,0,andportnoy,Other
2018-09-08T00:00:00.000Z,0,"> is anything blocking progress here?hum, there are many factor to take into account. - jedi needs to stabilize (i'm working on trying to get funding for jedi). - figure out how to fold this option into jedi- figuring out the default. it mostly need a champion to push that forward on do the work.",0,0,0,Carreau,Member
2018-09-09T00:00:00.000Z,0,"i hit this all the time just because of ipython's slow startup. i often find myself writing a couple of lines of code in the time it takes to load, and only the first of them is executed. `--simple-prompt` and `rlwrap` makes it usable again, but disables all the useful tab completion.",0,0,0,marksteward,Other
2018-09-10T00:00:00.000Z,0,"oh, i should add that within the same build, the ipython in some of the pages does execute successfully! see for example this [rendered page](https://pvlib-python.readthedocs.io/en/latest/clearsky.html) and [source](https://github.com/pvlib/pvlib-python/blob/master/docs/sphinx/source/clearsky.rst). i've not been able to figure out the reasons why some pages work and others do not.",0,0,0,wholmgren,Other
2018-09-12T00:00:00.000Z,0.117,"thanks for testing and the in-depth review and trying to understand how it work.yes, one of the current limitation is that a loop get created/stopped for each execution. this is because we do some weird things with prompt_toolkit (actually starting and stopping prompt_toolkit in between each `exec`. so: - background task are not processed.  - non async code `>>> asyncio.create_task` does not run in aloop.actually the second one is done on purpose for people wanting to manipulate `loop` themselve. i'm pretty sure the following will work:```>>> await asyncio.sleep(0)... asyncio.create_task(aprint(""background task""))```it will force the thing to run in a loop.i'm guessing we would move toward always running a loop, so once ipython kernel 5.0 is out, you can try some of these features in notebook (or jupyter-console) and see if it fixes (some) of the problem. we'll have to figure out trio/curio, but for now in ipykernel, we just block on their `run` method, be we could likely find a way to interleave tasks of asyncio and trio/curio.i'm temptatively marking this as 7.0 (for more docs), but i think we'll stay with current limitation for 7.0 because async support is way overdue.(we're also pushing to have async-exec in core python in 3.8 if possible, to not have all these crazy hacks.)  apologies, most of the work here is volunteer work, and we do not have a lot of contributors/dev with windows machine and windows experience. so most of the time issues are fixed if someone is willing to put some elbow grease and provide a patch.if really this is blocking and you need payed support, you can talk to companies like anaconda, which do have developers with the right resources, and generally upstream the patches once they have a fix.it seem like in mintty `virtual_env` point to a non existing dir, that mean we'll need to figure out why, and what's the good behavior.maybe just catch `filenotfounderror` and exit the function without doing anything ? but that may be just a footgun.if you are unfamiliar with github/pull-request but can even just modify your local copy in a way that works and tell us how, that would be usefull. thanks.",0,0,0,Carreau,Member
2018-09-14T00:00:00.000Z,0,"we pushed more docs [here](https://ipython.readthedocs.io/en/latest/interactive/autoawait.html#autoawait), les me know if that's clearer.   gah... good catch. i'm not sure we'll try to fix this one which seem to be miss-labeled as async indeed:```in [1]: x = 1   ...: import asyncio   ...: loop = asyncio.get_event_loop()   ...: def f():   ...:     nonlocal x   ...:     x = 10000   ...: loopout[1]: <_unixselectoreventloop running=true closed=false debug=false>```",0,0,0,Carreau,Member
2018-09-18T00:00:00.000Z,0,is there any solution to this . kernal cannot be interrupted .for me it's happening with gridsearchcv in sklearn .,0,0,0,ashishanand7,Other
2018-09-24T00:00:00.000Z,0,"there is a bug here, and it's the behavior in the first example. ipython only intends to create the `_` variable *if you haven't defined it*. so if you do `_, a = 1, 10`, that disables the `_` as an alias for ` out[max(out.keys())]` because your code has explicitly defined what `_` should mean. this is the behavior you are seeing later on in your session. there appears to be a bug where we don't trigger this ""don't override user-defined `_`"" logic correctly if your assignment to `_` happens in the first input.",0.188,0,0,minrk,Member
2018-09-25T00:00:00.000Z,0,see https://github.com/ipython/ipykernel/commit/c1230aae30c5ab28691c8636dc55c2f3778d8add,0,0,0,Carreau,Member
2018-09-26T00:00:00.000Z,0,please please please fix this! i am constantly getting this issue.,0,0,0,olabreche,Other
2018-09-27T00:00:00.000Z,0,"you can use `ctrl-o` to force a new line.   it is a bug with a recent refactor, i was just trying telling you that you can use ctrl-o in the meantime if you wish to use 7.x  see #8478 and #8480 for context/historical discussions.",0,0,0,Carreau,Member
2018-09-28T00:00:00.000Z,0,"would you mind giving me a few examples (working and not workig) of what you expect, in order to provide test for the fixes ? i have some but just collecting a few and don't want to influence you.",0,0.469,0,Carreau,Member
2018-09-29T00:00:00.000Z,0,@carreau is someone working on this issue? i'd be happy to help out,0,0,0,Deborah-Digges,Other
2018-09-30T00:00:00.000Z,0,hi @carreau ! thanks so much for the detailed explanation and test cases.i was able to reproduce it locally with the dev version of ipython and will now start looking into the code for `shortcut.py` and `inputtransformer`.,0,0,0,Deborah-Digges,Other
2018-10-01T00:00:00.000Z,0,i'll do this for hacktoberfest.,0,0,0,mpenkov,Other
2018-10-02T00:00:00.000Z,0,"> actually, i got a regression with my fix. fixing it now.the pr #11354 is updated now.",0,0,0,bartskowron,Other
2018-10-03T00:00:00.000Z,0,"hi, i am still having the issue. i have so fare update libraries. below are details.**[edit]** : updating python version as well as ipykernel fixed it. the issue occured only with ipython but not python.**code**from sklearn.preprocessing import ordinalencoderenc = ordinalencoder()**stdout**```traceback (most recent call last):  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\ipython\core\interactiveshell.py"", line 2881, in run_code    exec(code_obj, self.user_global_ns, self.user_ns)  file ""<ipython-input-1-0a61fe33cb2a>"", line 1, in <module>    from sklearn.preprocessing import ordinalencoder  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\sklearn\preprocessing\__init__.py"", line 6, in <module>    from ._function_transformer import functiontransformer  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\sklearn\preprocessing\_function_transformer.py"", line 5, in <module>    from ..utils.testing import assert_allclose_dense_sparse  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\sklearn\utils\testing.py"", line 758, in <module>    import pytest  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\pytest.py"", line 9, in <module>    from _pytest.config import main, usageerror, cmdline, hookspec, hookimpl  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\_pytest\config\__init__.py"", line 19, in <module>    import _pytest.hookspec  # the extension point definitions  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\_pytest\hookspec.py"", line 27, in <module>    @hookspec(historic=true, warn_on_impl=pytest_namespace)typeerror: __call__() got an unexpected keyword argument 'warn_on_impl'during handling of the above exception, another exception occurred:traceback (most recent call last):  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\ipython\core\interactiveshell.py"", line 1821, in showtraceback    stb = value._render_traceback_()attributeerror: 'typeerror' object has no attribute '_render_traceback_'during handling of the above exception, another exception occurred:traceback (most recent call last):  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\ipython\core\ultratb.py"", line 1132, in get_records    return _fixed_getinnerframes(etb, number_of_lines_of_context, tb_offset)  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\ipython\core\ultratb.py"", line 313, in wrapped    return f(*args, **kwargs)  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\ipython\core\ultratb.py"", line 358, in _fixed_getinnerframes    records = fix_frame_records_filenames(inspect.getinnerframes(etb, context))  file ""c:\users\antoine.ly\anaconda3\lib\inspect.py"", line 1459, in getinnerframes    frameinfo = (tb.tb_frame,) + getframeinfo(tb, context)  file ""c:\users\antoine.ly\anaconda3\lib\inspect.py"", line 1417, in getframeinfo    filename = getsourcefile(frame) or getfile(frame)  file ""c:\users\antoine.ly\anaconda3\lib\inspect.py"", line 677, in getsourcefile    if getattr(getmodule(object, filename), '__loader__', none) is not none:  file ""c:\users\antoine.ly\anaconda3\lib\inspect.py"", line 714, in getmodule    if ismodule(module) and hasattr(module, '__file__'):  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\py\_vendored_packages\apipkg.py"", line 195, in __getattribute__    return getattr(getmod(), name)  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\py\_vendored_packages\apipkg.py"", line 179, in getmod    x = importobj(modpath, none)  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\py\_vendored_packages\apipkg.py"", line 69, in importobj    module = __import__(modpath, none, none, ['__doc__'])  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\pytest.py"", line 9, in <module>    from _pytest.config import main, usageerror, cmdline, hookspec, hookimpl  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\_pytest\config\__init__.py"", line 19, in <module>    import _pytest.hookspec  # the extension point definitions  file ""c:\users\antoine.ly\anaconda3\lib\site-packages\_pytest\hookspec.py"", line 27, in <module>    @hookspec(historic=true, warn_on_impl=pytest_namespace)typeerror: __call__() got an unexpected keyword argument 'warn_on_impl'```**version**3.5.6**requirements**alabaster==0.7.11art==2.3atomicwrites==1.2.1attrs==18.2.0awscli==1.14.25babel==2.6.0backcall==0.1.0certifi==2018.8.24chardet==3.0.4codecov==2.0.15colorama==0.3.9coverage==4.5.1cycler==0.10.0decorator==4.3.0docutils==0.14et-xmlfile==1.0.1idna==2.7imagesize==1.1.0ipykernel==5.0.0ipython==7.0.1ipython-genutils==0.2.0jdcal==1.4jedi==0.13.1jinja2==2.10jmespath==0.9.3jupyter-client==5.2.3jupyter-core==4.4.0kiwisolver==1.0.1markupsafe==1.0matplotlib==3.0.0more-itertools==4.3.0numpy==1.15.2openpyxl==2.5.8packaging==18.0pandas==0.23.4parso==0.3.1pathlib2==2.3.2pickleshare==0.7.5pluggy==0.7.1prompt-toolkit==2.0.5py==1.6.0pyasn1==0.4.2pycm==1.2pygments==2.2.0pyparsing==2.2.2pytest==3.8.1pytest-cov==2.6.0python-dateutil==2.6.1pytz==2018.5pyzmq==17.1.2requests==2.19.1rsa==3.4.2s3transfer==0.1.12scikit-learn==0.20.0scipy==1.1.0seaborn==0.9.0simplegeneric==0.8.1six==1.11.0snowballstemmer==1.2.1sphinx==1.8.1sphinxcontrib-websupport==1.1.0tornado==5.1.1traitlets==4.3.2urllib3==1.23wcwidth==0.1.7win-unicode-console==0.5wincertstore==0.2",0,0.203,0,Antoinelypro,Other
2018-10-04T00:00:00.000Z,0,maybe a hint: it thinks the error is in line 1. maybe the newlines are being removed?,0,0,0,dsblank,Other
2018-10-05T00:00:00.000Z,0,"thanks aniketbiprojit for your help. my code run ok in native terminal. following your instruction, reinstalled jupyter and also believe my browser (google chrome) is updated. when i the code, i still recieve the same error.thanks again for your help!",0,0,0,SamPyNewUser,Other
2018-10-06T00:00:00.000Z,0,"i can help out if i can get some guidance ðŸ˜„   i'm interested in helping out, can someone help me understand what's needed here? unsure what converting a script into content manager entails.",0,0,0,ProximaDas,Other
2018-10-08T00:00:00.000Z,0,it looks like this is specific to the `/` operator.  the [`delims`](https://github.com/ipython/ipython/blob/master/ipython/core/completer.py#l508) in the completer do not include `/` because it conflicts with path completion.,0.5,0,0,tonyfast,Other
2018-10-09T00:00:00.000Z,0,"oh, that's great! thanks for linking it.on tue 9 oct, 2018, 8:44 am gustavo efeiche, <notifications@github.com>wrote:> @gustavoefeiche <https://github.com/gustavoefeiche> i'm guessing this> should be tagged as 'notebook' now, and should belong to the notebook repo>> i have published a [wip] pull request> <https://github.com/jupyter/notebook/pull/4030> for this issue in the> notebook repository. just waiting for a member to reply ðŸ˜„>> â€”> you are receiving this because you commented.> reply to this email directly, view it on github> <https://github.com/ipython/ipython/issues/8562#issuecomment-428045373>,> or mute the thread> <https://github.com/notifications/unsubscribe-auth/aimsdkh-zzgbqpjfooneuz9h321puouuks5ujbr-gajpzm4fjy1c>> .>",0,0.287,0,Madhu94,Other
2018-10-10T00:00:00.000Z,0,here are the python and sqlite versions:```libsqlite3-0-3.25.0-1.1python3-3.6.5-3.4```and some other i guess might be relevant:```bash-4.4-107.1coreutils-8.30-1.2gcc8-8.2.1+r264010-1.1gettext-runtime-mini-0.19.8.1-9.1gettext-tools-mini-0.19.8.1-9.1glibc-2.27-6.1libdb-4_8-4.8.30-36.5libgdbm5-1.14.1-1.6libgdbm_compat4-1.14.1-1.6libncurses6-6.1-6.5libreadline7-7.0-2.1libstdc++6-8.2.1+r264010-1.1libzmq5-4.2.5-2.1linux-glibc-devel-4.18-1.1ncurses-utils-6.1-6.5python3-ipython_genutils-0.2.0-2.1python3-jedi-0.12.1-1.1python3-jsonschema-2.6.0-2.2python3-jupyter_client-5.2.3-4.1python3-jupyter_core-4.4.0-3.1python3-jupyter_ipyparallel-6.2.2-6.27python3-jupyter_ipywidgets-7.4.2-10.1python3-jupyter_nbconvert-5.4.0-15.11python3-jupyter_nbformat-4.4.0-3.1python3-jupyter_notebook-5.7.0-8.3python3-jupyter_qtconsole-4.4.1-5.2python3-jupyter_widgetsnbextension-3.4python3-nose-1.3.7-10.1python3-pexpect-4.6.0-2.1python3-pyparsing-2.2.0-2.1python3-pyzmq-17.1.2-1.1python3-setuptools-40.4.3-1.1python3-simplegeneric-0.8.1-8.4python3-simplejson-3.16.1-1.1python3-six-1.11.0-4.1python3-terminado-0.8.1-3.1python3-testpath-0.4.1-4.1python3-traitlets-4.3.2-4.1python3-wcwidth-0.1.7-2.1```,0,0,0,toddrme2178,Other
2018-10-11T00:00:00.000Z,0,there's a programmatic way to do that given by https://github.com/ipython/ipython/pull/11318.  changing the default behavior in ipython is discussed in that pr as well.,0,0,0,blink1073,Member
2018-10-12T00:00:00.000Z,0,"i'm having this same issue with jupyter notebook. i am running windows 10 64bit with jupyter notebook. i just uninstalled networx and i am now running code for ml hyperparamter tuning, i will reply back on the status.  my code has been running for about 2hrs now and no crash. seems to be good now, thanks guys ðŸ˜ƒ",0.734,0,0,sujan-sube,Other
